Base Word,Guideword,Level,Part of Speech,Topic
line sb/sth up,,C1,phrasal verb,
live through sth,,C2,phrasal verb,
live up to sth,,B2,phrasal verb,
log in/on,,B2,phrasal verb,
log off/out,,B2,phrasal verb,
look after sb/sth,,A2,phrasal verb,
look ahead,,C2,phrasal verb,
look at sth,THINK,B2,phrasal verb,
look back,,B2,phrasal verb,
look on/upon sb/sth as sth,,C1,phrasal verb,
look up,,C1,phrasal verb,
loosen up,,C2,phrasal verb,
make of sb/sth,,C2,phrasal verb,
make out sth/sb or make sth/sb out,,B2,phrasal verb,
make up for sth,,B2,phrasal verb,
miss out,,B2,phrasal verb,
mix up sb/sth or mix sb/sth up,,B2,phrasal verb,
mount up,,C2,phrasal verb,
move in,,B1,phrasal verb,
move on,NEW PLACE,C1,phrasal verb,
move on,NEW ACTIVITY,C1,phrasal verb,
move out,,B1,phrasal verb,
narrow sth down,,C2,phrasal verb,
"inside information/knowledge, etc.",,C2,phrase,
inside out,,B2,phrase,
be intent on sth/doing sth,,C2,phrase,
in the interest(s) of sth,,C2,phrase,
a conflict of interest,,C2,phrase,
be in sb's interest(s),,C1,phrase,
an intimate knowledge/understanding of sth,,C2,phrase,
into the bargain,,C2,phrase,
it's sb/sth,,B2,phrase,
(by) itself,,B1,phrase,
in itself,,B2,phrase,
join forces,,C2,phrase,
"10/20, etc. years sb's junior",,C2,phrase,
be just about to do sth,,B1,phrase,
"just before/over/under, etc.",,B1,phrase,
just as,,B2,phrase,
"I/you/we, etc. will just have to do sth",,C1,phrase,
"keep sth in/on, etc.",,A2,phrase,
keep sb waiting,,B2,phrase,
keep a/your promise,,B2,phrase,
keep sb/sth in mind,,B2,phrase,
keep track,,C1,phrase,
keep your word,,C1,phrase,
keep sb going,,C1,phrase,
keep pace with sb/sth,,C1,phrase,
keep (sth) quiet,,C2,phrase,
be key to sth,,C1,phrase,
I know,,B1,phrase,
as you know,,B1,phrase,
know best,,C2,phrase,
know better,,C2,phrase,
know what you are talking about,,C1,phrase,
common knowledge,,B2,phrase,
a working knowledge of sth,,B2,phrase,
be known as sth,,B1,phrase,
be known to do sth,,C1,phrase,
the labour market,,C1,phrase,
lack of sth,,B1,phrase,
"land in/on, etc.",,C1,phrase,
foul language,,C1,phrase,
by and large,,C1,phrase,
sb/sth at large,,C2,phrase,
loom large,,C2,phrase,
"last week/year/Monday, etc.",,A1,phrase,
last night,,A1,phrase,
"the last person/thing, etc.",,B2,phrase,
a last resort,,C2,phrase,
at (long) last,,B1,phrase,
the last,,B2,phrase,
the last of sth,,C2,phrase,
"the day/week/year, etc. before last",,B2,phrase,
the last sb heard/saw of sb,,C2,phrase,
at the latest,,C2,phrase,
the latter,,B2,phrase,
take the law into your own hands,,C2,phrase,
by law,,C1,phrase,
law and order,,C2,phrase,
"lead a busy/normal/quiet, etc. life",,B2,phrase,
lead sb to do sth,,C2,phrase,
be led by sth,,C2,phrase,
lead sb to a conclusion,,C2,phrase,
"leap into/out of/up, etc.",,C2,phrase,
last but not least,,B2,phrase,
not in the least,,C2,phrase,
leave sb alone,,B2,phrase,
leave sb doing sth,,C1,phrase,
leave no stone unturned,,C2,phrase,
legal action,,C1,phrase,
let alone,,C1,phrase,
let me/us,,B2,phrase,
let's face it,,C2,phrase,
"family/private/sex, etc. life",,B1,phrase,
a/sb's way of life,,B1,phrase,
for life,,C1,phrase,
a matter of life and/or death,,C2,phrase,
come to light,,C2,phrase,
in the light of sth,,C1,phrase,
bring sth to light,,C2,phrase,
shed light on,,C2,phrase,
make light of sth,,C2,phrase,
like mad,,B2,phrase,
something like,,C2,phrase,
little by litte,,B2,phrase,
little more/better,,C2,phrase,
all day long,,B1,phrase,
for long,,C1,phrase,
no longer,,B1,phrase,
before (very/too) long,,B2,phrase,
long ago,,C1,phrase,
long before,,C2,phrase,
in the long term,,B2,phrase,
"look nice/strange, etc.",,A2,phrase,
look like,,B1,phrase,
it looks like/as if,,B1,phrase,
look as if/as though,,B2,phrase,
be looking to do sth,,C2,phrase,
the look of sb/sth,,B2,phrase,
lose your life,,B2,phrase,
lose track,,B2,phrase,
lose count,,C2,phrase,
at a loss,,C2,phrase,
at a loss for words,,C2,phrase,
like mad,,B2,phrase,
the main thing,,B2,phrase,
manners,,B2,phrase,
as many as,,C1,phrase,
be no match for sb/sth,,C2,phrase,
strike a match,,C2,phrase,
the matter,,A2,phrase,
to make matters worse,,B2,phrase,
"no matter how/what/when, etc.",,B2,phrase,
a matter of course,,C1,phrase,
it's only a matter of time,,C1,phrase,
be no laughing matter,,C2,phrase,
"a matter of confidence/luck/waiting, etc.",,C2,phrase,
a matter of life and/or death,,C2,phrase,
a matter of days/weeks/feet etc.,,C2,phrase,
may have,,B2,phrase,
may as well,,B2,phrase,
may as well do sth,,C1,phrase,
be no mean feat,,C2,phrase,
in the meantime,,B2,phrase,
a measure of sth,,C2,phrase,
in memory of sb,,C2,phrase,
be at the mercy of sb/sth,,C2,phrase,
the merest,,C2,phrase,
the middle,,A2,phrase,
the middle,,B1,phrase,
be in the middle of (doing) sth,,B1,phrase,
in the middle of nowhere,,B2,phrase,
might have,,B2,phrase,
might as well,,B2,phrase,
might as well do sth,,C1,phrase,
in miniature,,C2,phrase,
miss a chance/opportunity,,B1,phrase,
in moderation,,C1,phrase,
at the moment,,A2,phrase,
for the moment,,B2,phrase,
the moment (that),,C2,phrase,
morals,,C2,phrase,
any more,,A2,phrase,
once more,,B1,phrase,
"more beautiful/difficult/easily, etc.",,A1,phrase,
more and more,,B2,phrase,
"(the) most attractive/important/popular, etc.",,A2,phrase,
for the most part,,C1,phrase,
"mount a campaign/challenge/protest, etc.",,C2,phrase,
move house,,B1,phrase,
not much of a sth,,C1,phrase,
get sb/sth muddled up,,C2,phrase,
(by) myself,,A2,phrase,
(all) to myself,,C1,phrase,
the naked eye,,C2,phrase,
in the name of sth,,C2,phrase,
make a name for yourself,,C2,phrase,
call sb names,,C2,phrase,
as the/its name implies,,C2,phrase,
a narrow escape,,C2,phrase,
nowhere near,,C1,phrase,
anywhere near sth,,C1,phrase,
in the near future,,B2,phrase,
no need,,B2,phrase,
be in need of sth,,B2,phrase,
neither ... nor,,B2,phrase,
nerves,,C1,phrase,
get on sb's nerves,,C1,phrase,
"next week/year/Monday, etc.",,A1,phrase,
the next best thing,,C1,phrase,
"the weekend/week/Thursday, etc. after next",,B2,phrase,
the nineties,,B2,phrase,
no wonder,,B2,phrase,
no need,,B2,phrase,
be no good or be not any/much good,,B2,phrase,
no such thing,,B2,phrase,
"no matter how/what/when, etc.",,B2,phrase,
no doubt,,C1,phrase,
no ... whatsoever,,C1,phrase,
be no mean feat,,C2,phrase,
"none too clean/clever/pleased, etc.",,C2,phrase,
"none the happier/poorer/wiser, etc.",,C2,phrase,
make a nonsense of sth,,C2,phrase,
neither ... nor,,B2,phrase,
the norm,,C1,phrase,
or not,,A2,phrase,
if not,,A2,phrase,
believe it or not,,B1,phrase,
not only,,B2,phrase,
not quite,,B2,phrase,
not even,,B1,phrase,
not a/one,,C1,phrase,
not in the least,,C2,phrase,
make a note of sth,,C1,phrase,
take note (of sth),,C1,phrase,
nothing but,,B2,phrase,
have nothing to do with sb/sth,,B2,phrase,
be/have nothing to do with sb,,B2,phrase,
for nothing,,B2,phrase,
be nothing if not sth,,C2,phrase,
stop at nothing,,C1,phrase,
nothing of the sort/kind,,C1,phrase,
to say nothing of sth,,C2,phrase,
"nothing ventured, nothing gained",,C2,phrase,
at short notice,,C1,phrase,
now and then,,B2,phrase,
"any day/minute/time, etc. now",,B2,phrase,
every now and then,,C1,phrase,
just now,,A2,phrase,
in the middle of nowhere,,B2,phrase,
nowhere near,,C1,phrase,
get you nowhere,,C2,phrase,
a number of sth,,B2,phrase,
be obliged to do sth,,B2,phrase,
"one/two/three, etc. o'clock",,A1,phrase,
the odd,,C2,phrase,
of your own accord,,C2,phrase,
off limits,,C2,phrase,
every so often,,C2,phrase,
the old days,,C1,phrase,
on fire,,B1,phrase,
on purpose,,B1,phrase,
on time,,B1,phrase,
(all) on your own,,B1,phrase,
(all) on your own,,B1,phrase,
on account of sth,,B2,phrase,
on behalf of sb or on sb's behalf,,B2,phrase,
on condition that,,B2,phrase,
on top of sth,,B2,phrase,
on the basis of sth,,C1,phrase,
on the grounds of/that,,C1,phrase,
on hold,,C1,phrase,
on the horizon,,C1,phrase,
on the increase,,C1,phrase,
on loan,,C1,phrase,
do the job,IDIOM,C2,phrase,
"make a bad/good, etc. job of sth",IDIOM,C2,phrase,
the jury is (still) out,IDIOM,C2,phrase,
keep your cool,IDIOM,C1,phrase,
keep an eye out for sb/sth,IDIOM,C1,phrase,
keep sb posted,IDIOM,C1,phrase,
keep a low profile,IDIOM,C1,phrase,
keep your eyes open (for sb/sth),IDIOM,C2,phrase,
keep body and soul together,IDIOM,C2,phrase,
keep your eyes peeled (for sb/sth),IDIOM,C2,phrase,
keep a straight face,IDIOM,C2,phrase,
keep a cool head,IDIOM,C2,phrase,
keep your head above water,IDIOM,C2,phrase,
keep sb on their toes,IDIOM,C2,phrase,
a labour of love,IDIOM,C2,phrase,
leave someone to their own devices,IDIOM,C2,phrase,
let your guard down,IDIOM,C2,phrase,
let off steam,IDIOM,C2,phrase,
look on the bright side,IDIOM,C1,phrase,
lose your head,IDIOM,C1,phrase,
lose your cool,IDIOM,C2,phrase,
lose face,IDIOM,C2,phrase,
lose heart,IDIOM,C2,phrase,
lose sight of sth,IDIOM,C2,phrase,
lose sleep over something,IDIOM,C2,phrase,
be lost for words,IDIOM,C2,phrase,
a labour of love,IDIOM,C2,phrase,
keep a low profile,IDIOM,C1,phrase,
a stroll/trip/walk down memory lane,IDIOM,C2,phrase,
miss the boat,IDIOM,C2,phrase,
on the spur of the moment,IDIOM,C2,phrase,
go through the motions,IDIOM,C2,phrase,
new blood,IDIOM,C1,phrase,
turn over a new leaf,IDIOM,C2,phrase,
break new ground,IDIOM,C2,phrase,
from/out of nowhere,IDIOM,B2,phrase,
in a nutshell,IDIOM,C1,phrase,
off the beaten track,IDIOM,C2,phrase,
burn the midnight oil,IDIOM,C2,phrase,
the military,,C1,phrase,
regards,,B1,phrase,communication
No problem.,WILL DO,A2,phrase,communication
No problem.,FRIENDLY ANSWER,A2,phrase,communication
a pile of/ piles of sth,,B2,phrase,describing things
be a piece of cake,IDIOM,B2,phrase,people: personality
in/with regard to sth,,B2,phrase,
require sb to do sth,,B2,phrase,
hit the roof,IDIOM,C2,phrase,
rub it in,,C2,phrase,
a riot of sth,,C2,phrase,
the opposition,,C1,phrase,politics
keep/break a promise,,B2,phrase,communication
at this rate,,C2,phrase,communication
at any rate,,C2,phrase,communication
round of applause,,C2,phrase,communication
in response to,,B2,phrase,communication
would prefer,,A2,phrase,communication
put pressure on sb,,B2,phrase,communication
"raise a question/subject, etc.",,B2,phrase,communication
raise your voice,,C1,phrase,communication
ring hollow,,C2,phrase,communication
hold/keep/take sb prisoner,,C2,phrase,people: actions
"pace about/up and down, etc",,C2,phrase,people: actions
"retreat to/into, etc.",,C2,phrase,people: actions
"place sth in/on, etc.",,B2,phrase,people: actions
plant a bomb,,B2,phrase,people: actions
"put sth down/in/on, etc.",,A1,phrase,people: actions
put something into practice,,C1,phrase,people: actions
put an end to sth,,B2,phrase,people: actions
put sth to one side,,C2,phrase,people: actions
"rub sth into/on, etc.",,B2,phrase,people: actions
"a ray of comfort/hope, etc.",,C2,phrase,people: personality
"first/second/third/final, etc., round",,B2,phrase,shopping
on the road,,C1,phrase,travel
recharge your batteries,IDIOM,C2,phrase,
"bear a/little/no, etc. resemblance to sth/sb",,C2,phrase,
take/accept/claim responsibility for sth,,B2,phrase,
an unknown quantity,IDIOM,C2,phrase,
"realize an ambition/dream/goal, etc.",,C1,phrase,
have no option (but to do sth),,C1,phrase,
a passport to sth,,C2,phrase,
"a bad/rough, etc. patch",,C2,phrase,
in person,,B2,phrase,
bits and pieces,,C2,phrase,
the pros and cons,,B2,phrase,
in the process,,C2,phrase,
be in the process of doing sth,,C2,phrase,
have/keep your finger on the pulse,,C2,phrase,
first-/second-/third-rate,,C1,phrase,
"be a recipe for disaster/success/trouble, etc.",,C2,phrase,
in the region of sth,,C1,phrase,
a last resort,,C2,phrase,
give sb a ring,,A2,phrase,
"sb's rise to fame/power, etc.",,C2,phrase,
give rise to sth,,C2,phrase,
mouth of a river,,C1,phrase,
a roof over your head,,C2,phrase,
roots,,B2,phrase,
the root of sth,,C1,phrase,
in a row,,B2,phrase,
part and parcel,IDIOM,C2,phrase,
cross sb's path,IDIOM,C2,phrase,
go/fall to pieces,IDIOM,C2,phrase,
pick up the pieces,IDIOM,C2,phrase,
be poles apart,IDIOM,C2,phrase,
keep a low profile,IDIOM,C1,phrase,
a rough/bumpy ride,IDIOM,C2,phrase,
run riot,IDIOM,C2,phrase,
go through the roof,IDIOM,C2,phrase,
peace of mind,,C2,phrase,
fall prey to sth,,C2,phrase,
invade sb's privacy,,C2,phrase,
an invasion of privacy,,C2,phrase,
in progress,,B2,phrase,
beyond (sb's) reach,,C2,phrase,
within (sb's) reach,,C2,phrase,
in reverse,,C1,phrase,
the reverse,,C2,phrase,
swallow your pride,IDIOM,C2,phrase,
a passion for sth,,C1,phrase,
in the red,,C2,phrase,
be in good/bad repair,,C2,phrase,
come to the/sb's rescue,,C2,phrase,
Road,,A1,phrase,
see red,IDIOM,C2,phrase,
learn/know the ropes,IDIOM,C2,phrase,
the perfect (tense),,B2,phrase,
"originate from/in/with, etc.",,C2,phrase,
"peep at/through/out, etc.",,C2,phrase,
proceed to do sth,,C2,phrase,
"rise to/through, etc.",,C2,phrase,
"be overcome by excitement/fear/sadness, etc.",,C2,phrase,
"place an advertisement/order, etc.",,C1,phrase,
"place emphasis/importance, etc. on sth",,C2,phrase,
"be posted to France/London/Singapore, etc.",,C2,phrase,
"present a danger/difficulty/problem, etc.",,C1,phrase,
prompt sb to do sth,,C2,phrase,
prove yourself,,C2,phrase,
put sb in a difficult position,,C1,phrase,
put your mind to sth,,C1,phrase,
put a stop to sth,,C1,phrase,
put sb to death,,C2,phrase,
put sb/sth first,,C2,phrase,
"raise hopes/fears/doubts, etc.",,C2,phrase,
raise the alarm,,C2,phrase,
be far removed from sth,,C2,phrase,
rob sb of sth,,C2,phrase,
pick up the pieces,IDIOM,C2,phrase,
keep sb posted,IDIOM,C1,phrase,
put your finger on sth,IDIOM,C2,phrase,
put your foot down,IDIOM,C2,phrase,
put your foot in it,IDIOM,C2,phrase,
put your feet up,IDIOM,C2,phrase,
put sb in their place,IDIOM,C2,phrase,
put sb on the spot,IDIOM,C2,phrase,
"anything/as/what/whatever, etc. you please",,C2,phrase,
prepare yourself,,B1,phrase,
"rip sth out/off/from, etc.",,C1,phrase,
ring a bell,IDIOM,C2,phrase,
the public,,B1,phrase,
with/in reference to sth,,B2,phrase,communication
with respect to sth,,B2,phrase,communication
put/keep sb in the picture,IDIOM,C1,phrase,communication
or so,,B1,phrase,describing things
over the top,,C2,phrase,describing things
quite a bit,,B1,phrase,describing things
rip sb off,,C2,phrasal verb,money
"pop in/out/over, etc.",,B2,phrase,people: actions
relative to sth,,C2,phrase,
other than,,C1,phrase,
in part,,C2,phrase,
a plethora of sth,,C2,phrase,
pose a/the question,,C2,phrase,
pose a/the question,,C2,phrase,
"remain at/in/with, etc.",,B2,phrase,
in respect of sth,,C1,phrase,
or other,,C1,phrase,
be out of this world,,C2,phrase,
go overboard,,C2,phrase,
pretty much/well,,B2,phrase,
be on cloud nine,IDIOM,C2,phrase,
be a pain,IDIOM,B2,phrase,
be a pain in the neck,IDIOM,C1,phrase,
get the picture,IDIOM,C2,phrase,
if/when push comes to shove,IDIOM,C2,phrase,
pleased to meet you,,A2,phrase,communication
be responsible for sth/doing sth,,B2,phrase,crime
be responsible for sb/sth/doing sth,,B1,phrase,work
the prosecution,,C2,phrase,crime
relations,,B2,phrase,relationships
not really,,B1,phrase,communication
Really?,,A2,phrase,communication
"relatively good/bad/cheap, etc.",,B2,phrase,communication
"reasonably good/successful/well, etc.",,B2,phrase,describing things
play sth by ear,,C2,phrase,arts and media
the press,,B2,phrase,arts and media
the radio,,A1,phrase,arts and media
pass out,,B2,phrasal verb,body and health
be out of breath,,B2,phrase,body and health
out of shape,,C2,phrase,body and health
a sharp pain,,C2,phrase,body and health
pull a muscle,,C2,phrase,body and health
own up,,C2,phrasal verb,communication
pass on sth or pass sth on,TELL,B1,phrasal verb,communication
pick on sb,,B2,phrasal verb,communication
point out sth or point sth out,,B2,phrasal verb,communication
put down sb or put sb down,,B2,phrasal verb,communication
put sth forward or put forward sth,,C1,phrasal verb,communication
read out sth or read sth out,,B2,phrasal verb,communication
read over/through sth or read sth over/through,,B2,phrasal verb,communication
read up on sth,,C1,phrasal verb,communication
refer to sb/sth,TALK OR WRITE,B2,phrasal verb,communication
rub out sth or rub sth out,,B2,phrasal verb,communication
once upon a time,,B1,phrase,communication
I only hope (that) ... /I only wish ... (that),,B2,phrase,communication
in other words,,B2,phrase,communication
out loud,,B1,phrase,communication
"owe sb an apology/explanation/favour, etc.",,B2,phrase,communication
in particular,,B1,phrase,communication
pay sb a compliment,,C2,phrase,communication
pay tribute to sb/sth,,C2,phrase,communication
a pity,,A2,phrase,communication
"Yes, please",,A1,phrase,communication
the point,,B2,phrase,communication
put pressure on sb,,B2,phrase,communication
protest (about/against/at sth),,B2,phrase,communication
make sth public,,C2,phrase,communication
push (sb) for sth/to do sth,,B2,phrase,communication
"reach a decision/agreement/conclusion, etc.",,B2,phrase,communication
put/set the record straight,IDIOM,C1,phrase,communication
off the record,IDIOM,C1,phrase,communication
press charges,,C2,phrase,crime
one or two,,B1,phrase,describing things
out of the ordinary,,C2,phrase,describing things
others,,B2,phrase,describing things
be out of sth,,B2,phrase,describing things
out of the ordinary,,C2,phrase,describing things
out of proportion,,C2,phrase,describing things
over here/there,,B1,phrase,describing things
"pale blue/green/yellow, etc.",,A2,phrase,describing things
pitch dark/black,,C2,phrase,describing things
out of proportion,,C2,phrase,describing things
quite a few/a lot,,A2,phrase,describing things
out of season,,C1,phrase,food and drink
pay back sb/sth or pay sb/sth back,,B1,phrasal verb,money
pay off sth or pay sth off,,B2,phrasal verb,money
put sth aside,SAVE MONEY,B2,phrasal verb,money
it rains/it is raining,,A1,phrase,natural world
pack up (sth) or pack (sth) up,,B2,phrasal verb,people: actions
pass around/round sth or pass sth around/round,,B2,phrasal verb,people: actions
pass on sth or pass sth on,GIVE,B1,phrasal verb,people: actions
pick up sb/sth or pick sb/sth up,LIFT,A2,phrasal verb,people: actions
pick up sb/sth or pick sb/sth up,COLLECT,A2,phrasal verb,people: actions
plunge sth into sth,,C2,phrasal verb,people: actions
plunge into sth,,C2,phrasal verb,people: actions
press on,,C2,phrasal verb,people: actions
put away sth or put sth away,,B1,phrasal verb,people: actions
put back sth or put sth back,,B1,phrasal verb,people: actions
put down sb/sth or put sb/sth down,,B1,phrasal verb,people: actions
put off sth/doing sth or put sth off,,B1,phrasal verb,people: actions
put on sth or put sth on,MAKE-UP,A2,phrasal verb,people: actions
put on sth or put sth on,MUSIC/FILM,A2,phrasal verb,people: actions
put out sth or put sth out,,B1,phrasal verb,people: actions
put up sth or put sth up,RAISE,B1,phrasal verb,people: actions
put up sth or put sth up,SPREAD,B1,phrasal verb,people: actions
take part,,B1,phrase,people: actions
"pass over/through, etc.",,B1,phrase,people: actions
pass (the) time,,B2,phrase,people: actions
pay attention (to sth),,B1,phrase,people: actions
pay sb/sth a visit or pay a visit to sb/sth,,B2,phrase,people: actions
"peer at/into/through, etc.",,C2,phrase,people: actions
pitch a tent,,B2,phrase,people: actions
take sb's place,,B2,phrase,people: actions
put something into practice,,C1,phrase,people: actions
pull sth off/out/up,,B1,phrase,people: actions
"pull yourself along/up, etc.",,B2,phrase,people: actions
push yourself,,B2,phrase,people: actions
"race along/down/over, etc.",,C1,phrase,people: actions
"can/can't/could, etc. reach (sth)",,B2,phrase,people: actions
"rest your eyes/feet/legs, etc.",,B2,phrase,people: actions
return to sth,,B2,phrase,people: actions
get rid of sth,,B1,phrase,people: actions
"roll (sth) across/around/over, etc.",,B2,phrase,people: actions
put on sth or put sth on,WEIGHT,B1,phrasal verb,people: appearance
open up,,C2,phrasal verb,people: personality
pour sth out or pour out sth,,B2,phrasal verb,people: personality
put off sb or put sb off (sb/sth/doing sth),,B2,phrasal verb,people: personality
put up with sth/sb,,B2,phrasal verb,people: personality
rely on/upon sb/sth,TRUST,B2,phrasal verb,people: personality
be on edge,,C2,phrase,people: personality
be only human,,C2,phrase,people: personality
play a joke/trick on sb,,B2,phrase,people: personality
sb's strong point,,C1,phrase,people: personality
be too proud (to do sth),,B2,phrase,people: personality
would rather,,B1,phrase,people: personality
go red,,B2,phrase,people: personality
take a risk,,B2,phrase,people: personality
the Right/right,,C2,phrase,politics
patch sth up,,C2,phrasal verb,relationships
relate to sb,,C1,phrasal verb,relationships
put up sth or put sth up,MONEY,B1,phrasal verb,shopping
out of stock,,B2,phrase,shopping
"in first/second/third, etc. place",,B1,phrase,shopping
out of order,,B1,phrase,technology
out of order,,B1,phrase,technology
on the road,,C1,phrase,travel
out of season,,C2,phrase,travel
open up (sth) or open (sth) up,,B2,phrasal verb,work
pick up sth or pick sth up,,B2,phrasal verb,work
out of work,,B1,phrase,work
out of a job,,C2,phrase,work
(be) on the line,IDIOM,C2,phrase,work
retrace your steps,,C2,phrase,
personal hygiene,,C1,phrase,
reliance on sb/sth,,C2,phrase,
be reliant on sb/sth,,C2,phrase,
be prepared to do sth,,B2,phrase,
make your presence felt,,C2,phrase,
presence of mind,,C2,phrase,
"as much/quickly/soon, etc. as possible",,A2,phrase,
whenever possible,,B2,phrase,
wherever possible,,B2,phrase,
"the best/cheapest/worst, etc. possible",,C1,phrase,
the ratings,,C2,phrase,
be in a position to do sth,,C1,phrase,
be in position,,C1,phrase,
put sb in a difficult position,,C1,phrase,
preparations,,B2,phrase,
a reflection of sth,,C1,phrase,
in relation to sth,,B2,phrase,
in relation to sth,,B2,phrase,
be a revelation,,C2,phrase,
take the/this opportunity to do sth,,B2,phrase,
in all probability,,C2,phrase,
be a rarity,,C1,phrase,
the reality/realities of sth,,B2,phrase,
become a reality,,B2,phrase,
"prospective buyers/employers/parents, etc.",,C1,phrase,
regardless of,,C1,phrase,
take sth personally,,C1,phrase,
reasonably priced,,B1,phrase,
pass away,,B2,phrasal verb,
pay off,,B2,phrasal verb,
pile up,,B2,phrasal verb,
plug sth in,,B2,phrasal verb,
pose as sb,,C2,phrasal verb,
provide for sth,MAKE PLANS,C2,phrasal verb,
pull down sth or pull sth down,,B2,phrasal verb,
pull in/into sth,,B2,phrasal verb,
pull out,,B2,phrasal verb,
pull over,,B2,phrasal verb,
pull up,,B2,phrasal verb,
put sth aside,PROBLEM,C2,phrasal verb,
put down sth or put sth down,,B1,phrasal verb,
put on sth or put sth on,CLOTHES,A2,phrasal verb,
put on sth or put sth on,EQUIPMENT,B1,phrasal verb,
put sb through,,B1,phrasal verb,
put sth together or put together sth,JOIN PARTS,B2,phrasal verb,
put sth together or put together sth,PREPARE,C1,phrasal verb,
put up sth or put sth up,BUILD,B2,phrasal verb,
put up sb or put sb up,,B2,phrasal verb,
react against sth,,C2,phrasal verb,
reckon on sth/doing sth,,C2,phrasal verb,
reckon with sth,,C2,phrasal verb,
reconcile yourself to sth,,C2,phrasal verb,
reduce sb to sth/doing sth,,C2,phrasal verb,
reduce sth to sth,,C2,phrasal verb,
refer to sb/sth,RELATE TO,C1,phrasal verb,
refer to sth,,C2,phrasal verb,
refer sb/sth to sb/sth,,C2,phrasal verb,
relate to sb/sth,,C1,phrasal verb,
relieve sb of sth,,C2,phrasal verb,
rely on/upon sb/sth,NEED,B2,phrasal verb,
remind sb of sth/sb,,B1,phrasal verb,
resign yourself to sth,,C2,phrasal verb,
resort to sth/ doing sth,,C2,phrasal verb,
result in sth,,B2,phrasal verb,
revert to sth/doing sth,,C2,phrasal verb,
ring sb back,,B1,phrasal verb,
ring (sb) up or ring up (sb),,B1,phrasal verb,
on location,,C1,phrase,
on show,,C1,phrase,
on site,,C1,phrase,
be on the verge of sth/doing sth,,C2,phrase,
have/carry sth on you,,C2,phrase,
on no account; not on any account,,C2,phrase,
be on the brink of sth,,C2,phrase,
on the dot,,C2,phrase,
on occasion(s),,C2,phrase,
be on the verge of sth/doing sth,,C2,phrase,
be on (good) form,,C2,phrase,
on hand or to hand,,C2,phrase,
on impulse,,C2,phrase,
on the part of sb; on sb's part,,C2,phrase,
on principle,,C2,phrase,
on the side,,C2,phrase,
on the threshold of sth,,C2,phrase,
once again,,B1,phrase,
once more,,B1,phrase,
at once,,B1,phrase,
at once,,C1,phrase,
for once,,B2,phrase,
(every) once in a while,,B2,phrase,
all at once,,C1,phrase,
once and for all,,C2,phrase,
one another,,B1,phrase,
one by one,,B2,phrase,
one at a time,,B2,phrase,
one after another,,B2,phrase,
(all) in one,,C2,phrase,
one day,,A2,phrase,
one day,,B1,phrase,
one way or another,,B2,phrase,
one way or the other,,B2,phrase,
one of a kind,,C2,phrase,
if only,,B1,phrase,
not only,,B2,phrase,
only so much/many,,C2,phrase,
"from the 1870s/March/6.30 pm, etc. onwards",,C2,phrase,
have/keep an open mind,,B2,phrase,
"open to abuse/criticism, etc.",,C2,phrase,
"open to discussion/suggestions, etc.",,C1,phrase,
have a high/low opinion of sb/sth,,C1,phrase,
in my humble opinion,,C2,phrase,
be opposed to sth,,C1,phrase,
as opposed to,,C2,phrase,
the opposite sex,,C1,phrase,
or not,,A2,phrase,
or else,,B2,phrase,
or two,,C1,phrase,
or else,,C2,phrase,
in order (for sb/sth) to do sth,,B1,phrase,
economic/political/social order,,C2,phrase,
law and order,,C2,phrase,
the other side/end (of sth),,B1,phrase,
"the other day/week, etc.",,B1,phrase,
the other way round/around,,B2,phrase,
"every other day/week, etc.",,C2,phrase,
other than that,,C1,phrase,
each other,,A2,phrase,
others,,B1,phrase,
(by) ourselves,,A2,phrase,
out of date,,B1,phrase,
out of control,,B2,phrase,
out of nowhere,,B2,phrase,
be out of practice,,B2,phrase,
out of tune,,C1,phrase,
out of action,,C1,phrase,
out of place,,C2,phrase,
out of place,,C2,phrase,
be out of the question,,C2,phrase,
be/get out of touch,,C2,phrase,
at/from the outset,,C2,phrase,
the outside,,B2,phrase,
all over somewhere,,B1,phrase,
over and over (again),,B2,phrase,
all over again,,B2,phrase,
get sth over (and done) with,,C2,phrase,
"overflow with confidence/happiness/love, etc.",,C2,phrase,
"owe your existence/success, etc. to sb/sth",,C2,phrase,
of your own,,B1,phrase,
(all) on your own,,B1,phrase,
(all) on your own,,B1,phrase,
keep pace with sb/sth,,C1,phrase,
pace yourself,,C2,phrase,
part of sth,,A2,phrase,
have/play a part in sth,,B2,phrase,
on the part of sb; on sb's part,,C2,phrase,
the best/better part of sth,,C2,phrase,
for the most part,,C1,phrase,
pass a law,,B2,phrase,
the passive,,B1,phrase,
the past,,A2,phrase,
the past,,B1,phrase,
sb's past,,B1,phrase,
peculiar to sb/sth,,C2,phrase,
the people,,C1,phrase,
in perspective,,C2,phrase,
take place,,B1,phrase,
in place of sth,,B2,phrase,
in the first place,,B2,phrase,
all over the place,,B2,phrase,
in place,,C2,phrase,
in place,,C2,phrase,
out of place,,C2,phrase,
out of place,,C2,phrase,
plan to do sth,,A2,phrase,
play a part in sth,,B2,phrase,
fair play,,C2,phrase,
"plunge down/into, etc.",,C2,phrase,
be at/on the point of doing sth,,B2,phrase,
up to a point,,B2,phrase,
make a point of doing sth,,C1,phrase,
beside the point,,C2,phrase,
to the point,,C2,phrase,
be poor in sth,,B2,phrase,
the poor,,C1,phrase,
be populated,,C1,phrase,
